numero_de_cliente,Predicted
250340173,0
250340831,0
250342505,0
250350020,0
250350242,0
250354324,0
250357313,0
250365118,0
250372846,0
250380430,0
250390711,0
250391805,0
250397133,0
250399388,0
250404785,0
250406826,0
250427979,0
250428414,0
250430823,0
250432061,1
250434691,0
250436365,0
250442488,0
250455545,0
250476331,0
250480925,0
250488799,0
250489311,0
250500609,0
250501053,0
250510310,0
250516220,0
250522343,0
250524973,0
250527159,0
250531609,0
250533504,0
250533872,0
250535836,0
250538901,0
250542326,0
250543855,0
250578867,0
250583607,0
250590242,0
250592061,0
250599943,0
250605776,0
250608765,0
250610584,0
250610661,0
250613940,0
250621378,0
250629909,0
250653471,0
250665067,0
250669363,0
250673231,0
250673454,0
250684606,0
250687091,0
250687237,0
250693650,0
250697074,1
250704880,0
250721216,0
250724940,0
250725085,0
250726323,0
250726391,0
250738791,0
250740619,0
250753599,0
250762053,0
250770439,0
250772557,0
250776280,0
250780798,0
250783061,0
250786853,0
250791080,0
250797937,0
250798595,0
250803847,0
250810260,0
250821780,0
250823898,0
250823975,0
250825649,0
250826528,0
250837169,0
250837459,0
250845051,0
250848253,0
250853872,0
250855401,0
250858902,0
250862036,0
250869773,0
250879765,0
250879978,0
250886614,0
250888364,0
250888732,0
250891644,0
250892233,0
250900038,0
250902660,0
250904479,0
250911413,0
250961584,0
250981712,0
250982660,0
250991191,0
250991482,0
250998049,0
251004317,0
251013873,0
251019347,0
251019415,0
251019928,0
251025034,0
251026418,0
251032028,0
251038450,0
251039253,0
251041730,0
251043190,0
251043267,0
251043412,0
251061789,0
251064044,0
251065214,0
251068860,0
251078775,0
251081696,0
251082208,0
251083369,0
251084317,1
251088843,0
251090739,0
251100731,0
251107801,0
251109484,0
251114514,0
251114659,0
251117938,0
251123335,0
251124574,0
251126401,0
251144411,0
251155282,0
251157178,0
251157392,0
251164172,0
251170304,0
251172925,0
251173071,0
251189339,0
251191593,0
251193566,0
251193643,0
251196043,0
251202029,0
251212166,0
251214275,0
251214420,0
251217631,0
251221423,0
251228938,1
251229373,0
251238997,0
251247973,0
251253583,0
251253728,0
251255479,0
251255624,0
251255769,0
251262849,0
251264523,0
251266854,0
251267298,0
251270142,0
251281739,0
251282832,0
251291431,0
251292021,0
251294062,0
251302080,0
251305069,0
251306965,0
251319442,0
251320893,0
251326658,0
251347008,0
251348605,0
251351961,0
251353498,0
251356120,0
251361594,0
251361807,0
251374788,0
251382738,0
251386462,0
251394702,0
251395573,0
251402064,0
251407751,0
251407896,0
251410740,0
251412713,0
251412858,0
251420663,0
251428460,0
251432909,0
251437435,0
251440424,0
251441594,0
251454574,0
251460407,0
251460629,0
251463319,0
251466675,0
251473097,0
251476086,0
251481697,0
251484182,0
251487393,0
251504310,0
251504600,0
251508973,0
251511671,0
251513499,0
251514737,0
251531295,0
251532679,0
251537854,0
251557401,0
251561552,0
251566590,0
251573593,0
251574831,0
251579058,0
251580228,0
251586787,0
251587957,0
251591671,0
251596266,0
251597214,0
251610852,0
251625369,0
251629673,0
251635139,0
251635215,0
251652859,0
251663362,0
251665625,0
251669050,1
251670143,0
251674737,0
251679844,0
251681373,0
251684951,0
251695378,1
251699827,0
251699972,0
251700263,0
251700339,1
251706027,0
251707487,0
251710032,0
251718418,0
251719665,0
251720826,0
251727607,0
251731843,0
251739861,0
251740083,0
251743141,0
251744533,0
251748179,0
251753209,0
251756343,0
251759477,0
251761083,0
251763858,0
251766702,0
251785224,0
251797257,0
251800246,0
251800468,0
251800681,0
251805421,0
251806591,0
251813884,0
251817752,0
251827155,0
251837001,0
251842475,0
251844516,0
251847283,0
251849401,0
251850716,0
251854866,0
251859682,0
251859751,0
251860050,0
251861578,1
251862091,0
251867778,0
251870844,0
251872441,0
251873466,0
251878572,0
251890895,0
251894687,0
251895054,0
251900665,0
251905916,0
251907232,0
251919554,0
251931954,0
251933047,0
251935891,0
251940853,0
251940921,0
251943619,0
251946318,0
251958641,0
251965865,0
251966736,0
251987599,0
251989418,0
251997223,0
252006993,0
252012245,0
252018445,0
252023842,0
252031937,1
252032595,0
252033099,1
252048709,0
252064901,0
252068616,0
252071459,0
252074747,0
252081382,0
252084371,0
252086122,0
252088231,0
252089179,1
252096694,0
252100486,0
252117625,0
252122877,0
252123680,0
252123748,0
252124115,0
252127395,0
252139726,1
252143005,0
252145627,0
252147010,0
252152049,0
252159120,0
252160358,0
252168018,0
252169188,0
252170939,0
252172536,0
252173048,1
252178010,0
252179026,0
252180708,0
252182604,0
252198206,0
252205431,0
252209077,0
252210973,0
252223373,0
252224679,0
252228915,0
252235619,0
252241605,0
252244517,0
252251298,0
252257062,0
252257865,0
252259906,0
252277771,0
252292869,0
252301110,0
252303373,0
252307019,0
252310367,0
252311392,0
252318027,0
252318907,0
252321895,0
252322408,0
252325755,0
252326703,0
252326849,0
252331298,0
252336191,0
252339103,0
252355149,0
252359308,0
252363680,0
252364919,0
252368565,0
252371119,0
252371699,0
252376080,0
252376951,0
252395115,0
252395329,0
252400145,0
252403937,0
252412178,0
252417207,0
252421144,0
252434927,0
252435295,0
252439308,0
252443757,0
252462058,0
252471828,0
252473510,0
252474680,0
252476277,0
252476576,0
252477592,0
252487361,0
252493706,0
252501512,0
252505013,0
252509317,0
252514928,0
252516029,0
252531264,0
252531999,0
252538634,1
252540308,0
252544321,0
252572614,0
252573058,0
252574006,0
252576405,0
252580564,0
252583775,0
252584868,0
252585961,0
252586542,0
252592819,0
252593109,0
252604125,0
252607259,0
252607618,0
252610248,1
252614697,0
252615133,0
252617319,0
252632050,0
252633946,0
252634971,0
252642844,0
252643792,0
252645978,0
252653929,0
252661512,0
252662315,0
252667276,0
252668592,0
252670778,0
252680479,0
252681128,0
252688276,0
252689446,0
252689958,0
252693673,0
252694476,1
252698412,0
252718541,0
252723579,0
252730650,0
252734074,0
252737507,0
252748882,0
252757781,0
252763178,0
252763613,0
252767840,0
252776158,0
252784689,0
252785270,0
252785560,0
252790957,0
252805689,0
252812691,0
252812913,0
252815902,0
252820496,0
252823195,0
252829608,0
252834937,0
252844049,0
252845731,0
252847986,0
252850035,0
252851999,0
252854988,0
252859873,0
252868191,0
252869796,0
252881316,0
252885398,0
252889993,0
252894442,1
252906842,0
252914937,0
252915159,0
252919241,0
252925441,0
252941334,0
252942068,0
252950966,0
252961684,0
252963144,0
252966056,0
252967593,0
252973426,0
252976270,0
252978746,0
252979984,0
252984946,0
252993990,0
253011197,0
253013460,0
253021479,0
253028772,0
253030164,0
253037158,0
253051599,0
253056927,0
253061377,0
253061667,0
253066629,0
253069541,0
253073623,0
253077201,0
253089524,0
253090250,0
253090839,0
253093247,0
253097987,0
253099438,0
253099515,0
253115049,0
253118619,0
253126133,0
253139695,0
253152752,0
253161138,1
253166023,0
253168508,0
253174485,0
253176450,0
253177842,0
253180830,0
253195340,0
253204238,0
253208252,0
253216048,0
253216851,0
253229541,0
253245007,0
253246313,0
253247261,0
253248286,0
253253461,0
253254631,0
253254776,0
253257039,0
253264187,0
253272932,0
253280301,0
253281830,0
253291531,0
253300575,0
253309909,0
253311002,0
253311224,0
253312539,0
253313555,0
253319610,0
253321651,0
253325297,0
253325374,0
253334998,0
253337108,0
253338713,0
253342804,1
253352061,0
253362710,0
253366501,0
253372479,0
253397492,0
253408218,0
253410917,0
253419303,0
253419661,0
253420464,0
253421924,0
253424913,0
253427689,0
253428705,0
253432283,0
253435340,0
253436946,0
253438338,0
253439935,0
253443735,0
253448833,0
253469696,0
253471515,0
253474503,0
253479320,0
253482386,0
253484205,0
253488218,0
253488432,0
253491207,0
253491643,0
253493248,0
253497988,0
253503094,0
253511993,0
253513598,0
253528543,0
253533795,0
253544879,0
253555896,0
253571865,0
253572232,0
253576895,0
253578569,0
253580029,0
253583607,0
253587979,0
253590242,1
253601472,0
253603658,0
253605921,0
253616348,0
253626997,0
253633266,0
253633923,0
253635093,1
253644495,0
253645665,0
253646758,1
253649679,0
253652232,0
253660764,0
253669585,0
253677390,0
253677758,0
253683735,0
253686724,0
253696135,0
253702258,0
253705392,0
253715964,0
253718953,0
253719466,0
253728296,0
253728441,0
253730841,0
253731140,0
253732446,0
253735947,0
253740251,0
253741054,0
253741567,0
253753813,0
253760089,0
253770294,0
253780730,0
253790644,0
253794214,0
253810405,0
253813181,0
253815734,0
253817186,0
253821712,0
253824188,0
253830021,0
253837101,0
253840747,0
253846802,0
253851977,0
253852634,0
253854453,0
253859415,0
253873856,0
253874223,0
253878373,0
253908493,0
253911926,0
253917468,0
253923591,0
253924684,0
253925487,0
253926870,0
253931251,0
253934095,0
253938689,0
253941892,0
253943864,0
253949697,0
253953420,0
253954582,0
253955752,0
253956119,0
253956922,0
253957647,0
253959108,1
253960201,0
253961149,0
253961217,0
253961371,0
253964650,0
253970995,0
253972233,0
253972669,0
253982592,0
253986162,0
253987545,0
253989885,0
253990466,0
253998126,0
254006725,0
254008331,0
254010884,0
254018399,0
254022481,0
254025180,0
254034078,0
254037135,1
254040491,0
254042174,0
254047929,0
254048519,0
254049023,0
254050338,0
254057554,0
254060910,0
254071192,0
254078271,0
254084394,0
254085923,0
254090013,0
254112763,0
254123993,0
254143754,0
254149006,0
254157981,0
254159142,0
254161773,0
254165052,0
254177306,0
254191235,0
254194369,0
254197793,0
254204360,0
254205530,0
254224856,0
254230543,0
254234335,0
254234403,0
254249211,0
254254608,0
254257375,0
254259348,0
254265906,0
254271602,0
254273712,0
254281440,0
254283848,0
254290928,0
254292234,0
254299237,0
254314403,0
254322140,0
254323233,0
254334463,0
254334830,0
254338178,0
254339638,0
254340441,0
254346709,0
254347153,0
254350578,0
254359041,0
254364361,0
254368887,1
254369246,0
254372969,0
254373481,0
254380040,0
254384566,0
254395864,0
254401995,0
254406291,0
254411398,0
254420732,1
254431381,0
254435463,0
254439408,0
254441150,1
254450928,0
254459169,0
254469664,0
254472149,0
254481406,0
254494899,0
254498255,0
254501244,0
254501535,0
254505480,0
254508759,0
254517803,0
254518751,0
254527205,0
254528298,0
254530126,0
254542670,0
254547777,0
254548870,0
254552585,0
254557470,0
254557760,0
254574899,0
254581176,0
254582560,0
254583875,1
254593576,0
254600502,0
254610049,0
254611586,0
254612167,0
254627188,0
254627555,1
254629229,0
254630689,0
254634703,0
254640467,0
254642286,0
254652859,0
254657453,0
254657598,0
254661979,0
254676488,0
254678025,0
254683345,0
254683926,0
254686992,0
254687573,0
254689255,0
254695455,0
254696983,0
254697786,0
254711638,0
254712884,0
254714994,0
254715361,0
254719733,1
254722073,0
254737820,0
254737966,0
254739503,0
254740083,0
254745404,0
254748470,0
254752774,0
254759042,1
254759119,0
254767940,0
254772534,0
254777786,0
254783474,0
254798350,0
254798717,0
254800827,0
254801416,0
254810605,0
254811117,0
254812065,0
254814909,0
254826138,0
254826796,0
254828034,0
254831023,0
254837949,0
254844226,0
254845028,0
254845387,0
254846480,0
254846924,0
254847650,0
254849110,0
254849179,0
254856326,0
254864712,0
254872373,0
254877838,0
254900161,0
254919922,0
254920212,0
254929478,0
254931006,0
254931442,0
254947121,0
254947556,0
254956600,0
254963679,0
254970238,0
254972578,0
254975857,0
254977018,0
254978556,1
254978991,0
254979213,0
254983585,0
254993867,0
254994158,0
254996711,0
255004807,0
255007872,0
255031647,0
255041271,0
255043534,0
255046668,0
255055055,0
255074380,0
255077950,0
255089034,0
255097642,0
255097864,0
255098735,0
255108001,0
255108658,0
255115507,0
255116387,0
255116600,1
255122074,0
255123099,0
255124192,0
255143586,0
255155909,0
255172467,0
255189607,0
255194782,0
255194927,0
255198283,0
255200102,0
255206302,0
255212066,0
255217028,0
255223441,0
255224030,0
255224756,0
255225123,0
255230153,0
255230520,1
255235909,0
255238317,1
255239854,0
255240580,0
255242553,0
255243279,0
255244227,0
255255678,0
255256772,0
255270264,0
255271716,0
255283245,1
255290025,0
255292288,0
255292792,0
255293305,0
255294107,0
255303151,0
255309496,0
255310521,1
255314816,0
255316208,0
255323211,0
255327583,0
255328676,0
255330794,0
255330862,0
255357267,0
255358215,0
255363100,0
255386874,0
255391025,1
255394671,0
255394748,0
255395184,0
255416114,1
255420418,0
255432451,0
255452357,0
255453160,0
255457899,0
255458489,0
255467088,0
255480871,0
255486123,0
255486414,0
255494219,0
255496550,0
255499693,0
255508950,0
255517268,0
255520547,0
255524339,0
255526602,0
255532870,0
255536158,0
255542648,0
255544031,0
255544321,1
255544979,0
255552639,0
255562776,0
255565321,1
255566200,0
255566491,0
255576627,0
255577507,0
255578455,0
255584578,0
255585603,0
255600624,0
255606235,0
255609446,0
255611999,0
255614475,0
255619727,0
255627242,0
255631469,0
255636354,0
255644450,0
255654151,0
255660419,0
255677268,0
255681931,0
255686021,0
255687038,0
255688131,0
255690325,0
255691196,0
255708190,0
255715996,0
255719275,0
255721239,0
255723502,0
255729480,0
255729924,0
255736192,0
255737431,0
255739181,0
255747354,0
255748156,0
255749907,0
255750855,0
255755885,0
255755953,0
255756244,0
255762085,0
255766969,0
255769736,0
255771273,0
255772076,0
255779873,0
255784911,0
255786005,0
255790087,0
255791692,0
255792128,0
255794826,0
255806056,0
255815245,0
255821957,0
255828883,0
255833699,0
255839822,0
255841718,0
255852734,0
255853682,1
255854698,0
255866953,0
255869361,0
255871615,0
255874169,0
255874826,0
255878037,0
255887081,0
255892256,0
255892623,0
255899694,0
255904288,1
255906919,0
255913622,0
255915518,0
255928063,0
255929088,0
255935211,0
255938345,0
255943375,0
255951692,0
255953366,0
255954758,0
255973793,0
255974886,0
255977508,0
255979985,0
255987354,0
255988157,0
255993990,0
255996253,0
255999532,0
256003102,0
256009233,0
256016236,0
256019737,0
256021923,0
256025493,0
256032273,0
256036577,0
256045476,0
256057508,0
256065168,0
256072820,0
256076176,0
256081138,1
256090762,0
256094118,0
256108414,0
256111625,0
256111693,0
256117970,0
256118986,0
256120156,0
256121249,0
256123802,0
256129268,1
256141232,0
256142837,0
256155015,0
256156475,0
256159968,0
256160848,0
256163768,0
256165006,1
256167261,0
256169814,0
256172735,0
256179661,0
256185203,0
256189362,0
256201539,0
256202709,0
256206646,0
256209490,0
256212701,0
256215468,0
256218969,0
256237278,0
256245152,0
256246903,0
256250182,0
256260028,1
256263307,1
256275195,0
256287304,0
256288833,0
256290216,0
256291386,0
256292701,1
256296126,0
256300865,0
256314725,0
256319977,0
256324059,0
256328577,0
256330259,0
256334708,0
256338858,0
256350532,0
256353299,0
256359431,0
256359934,0
256360592,0
256367373,0
256371173,0
256383496,0
256387210,0
256390421,0
256402087,0
256403547,0
256406391,0
256408722,0
256408944,0
256412078,0
256422659,0
256429294,0
256430242,0
256430823,0
256432573,0
256433009,0
256435784,0
256439286,0
256441327,0
256447450,0
256450874,0
256451754,0
256456058,0
256456860,0
256471002,1
256479610,0
256482744,0
256486613,0
256487270,0
256490404,0
256493906,0
256510242,0
256516365,0
256517971,0
256524316,0
256526066,0
256526212,0
256529346,0
256551660,0
256558885,0
256560780,0
256565230,0
256566391,0
256576169,0
256576314,0
256578936,0
256581276,0
256592574,0
256597313,0
256599798,0
256605264,0
256613727,0
256625324,0
256648509,1
256662950,0
256667621,0
256670823,0
256683659,0
256689790,0
256691319,0
256691900,0
256694965,0
256703787,0
256706776,0
256717134,1
256718159,0
256721438,0
256722532,0
256730260,0
256733539,0
256738065,0
256739526,0
256744333,0
256749295,0
256752429,0
256753744,0
256759287,0
256760892,0
256765119,0
256769346,0
256774094,0
256778535,0
256782258,0
256784667,0
256786486,0
256795239,0
256796264,0
256800926,0
256802387,0
256812088,0
256812233,0
256815444,0
256823685,0
256824701,0
256825726,0
256830824,0
256831994,0
256834624,0
256836879,0
256842933,0
256843446,0
256847382,0
256852344,0
256854966,0
256857886,0
256859927,0
256865324,0
256869184,1
256870277,0
256872976,0
256876187,0
256881439,0
256883557,0
256884137,0
256888655,0
256890337,0
256890995,0
256894206,0
256895222,0
256900038,0
256904411,0
256904778,0
256905137,0
256908493,0
256923736,0
256931174,0
256937519,0
256948604,0
256953634,0
256955530,0
256956478,0
256965162,0
256970047,0
256971508,0
256974855,0
256982003,0
256986964,0
256990244,0
256997682,0
256997981,0
256998485,0
257001627,0
257010158,1
257011251,0
257012199,0
257015555,0
257024958,0
257026350,0
257028749,0
257031303,0
257034368,0
257042977,0
257043702,0
257051943,0
257053327,0
257055590,1
257056316,0
257065001,0
257065948,0
257072362,0
257078416,0
257082575,0
257085633,0
257089211,0
257098545,0
257104155,0
257106350,0
257107153,0
257108895,0
257109117,0
257109552,0
257120347,0
257122900,0
257135957,0
257136828,0
257137050,0
257139382,0
257140552,0
257142371,0
257145146,0
257146307,0
257147187,0
257167093,0
257173370,0
257180953,0
257188169,0
257202465,0
257202541,0
257205454,0
257215009,0
257223908,0
257248844,0
257249211,0
257250885,0
257254899,0
257257085,0
257261901,0
257261969,1
257268246,0
257275462,0
257278596,0
257284361,0
257290928,0
257302593,0
257304198,0
257325420,0
257325488,0
257327316,0
257329579,0
257330159,0
257332200,0
257332567,0
257339638,0
257355608,0
257357358,0
257368520,0
257380407,0
257381500,0
257382960,0
257384276,0
257392585,0
257396522,0
257400023,0
257407973,0
257410382,0
257412636,0
257416795,0
257419135,0
257421902,0
257426718,0
257433499,0
257436564,0
257439553,0
257444002,0
257450928,0
257459536,0
257463106,0
257467623,0
257468938,0
257474703,0
257477034,0
257478785,0
257491398,0
257495412,0
257503072,0
257504455,0
257509921,0
257521663,0
257522756,0
257525309,0
257526846,0
257528230,0
257528742,0
257535523,0
257551928,0
257552440,0
257553610,0
257557256,0
257564327,0
257566010,0
257570305,0
257570527,0
257576650,0
257584165,0
257585839,0
257594959,0
257596923,0
257600502,0
257600647,0
257604148,0
257604293,0
257607427,0
257608452,0
257616181,0
257618222,0
257619750,0
257619827,0
257624345,0
257627043,0
257628213,0
257639298,0
257641851,0
257643234,0
257651185,0
257653738,0
257659059,0
257666787,0
257667299,0
257677726,0
257683269,0
257687940,0
257690058,0
257690639,0
257691586,0
257694208,0
257702013,0
257706608,0
257709383,0
257712150,0
257714849,0
257716087,0
257719879,0
257727906,0
257730963,0
257735344,0
257738555,0
257742270,0
257750511,1
257753790,0
257754379,0
257769400,0
257771809,0
257774507,0
257776181,0
257782603,0
257791279,0
257816070,0
257818256,0
257819426,0
257823150,0
257829349,0
257830297,0
257831023,0
257833722,0
257837368,0
257838974,0
257839409,0
257839845,0
257847215,0
257847505,0
257851664,0
257851732,0
257860050,0
257869307,0
257872373,0
257873175,1
257874192,0
257885498,0
257887471,0
257892791,0
257896216,0
257897462,0
257910801,1
257914448,0
257920938,0
257921450,0
257922398,0
257941579,0
257943406,0
257943620,0
257946540,0
257948504,0
257958137,0
257961638,0
257961929,0
257963679,0
257964038,0
257970170,0
257971775,0
257974397,0
257975200,0
257989205,0
257992048,0
257997224,0
257999700,0
258004952,0
258005174,0
258008530,0
258014286,0
258020921,0
258023039,0
258025157,0
258027488,0
258030622,0
258034926,0
258038351,0
258050896,0
258052433,0
258056660,0
258071169,0
258080802,0
258091297,0
258092322,0
258122442,0
258127839,0
258134542,0
258135277,0
258139282,0
258145191,0
258145337,0
258168240,0
258168744,0
258172689,0
258172835,0
258176771,1
258179760,0
258185226,0
258187566,0
258195661,0
258196464,0
258196823,0
258203535,0
258204116,0
258211554,0
258214842,1
258217173,0
258220819,1
258227967,0
258228326,0
258232485,0
258234893,0
258236866,0
258240145,0
258249769,0
258259906,0
258261366,0
258270700,0
258282442,0
258282510,0
258284193,0
258289658,0
258292288,0
258296883,0
258300888,0
258303885,0
258303954,0
258310811,0
258316422,0
258318762,0
258322553,0
258340640,0
258342024,0
258342391,0
258345593,0
258346183,0
258353399,0
258369513,0
258372579,0
258378557,0
258381913,0
258391392,0
258392417,0
258394526,0
258394825,0
258404014,0
258409770,0
258417139,0
258417942,0
258418745,0
258419180,0
258424646,0
258425816,0
258430632,0
258431648,0
258431939,0
258435730,0
258437703,0
258441127,0
258443023,1
258447114,0
258448062,1
258454475,1
258457754,0
258458557,0
258468258,0
258468549,0
258478104,0
258487071,0
258494441,0
258494663,0
258494808,0
258495022,0
258505235,0
258521059,1
258522878,0
258524484,0
258533749,0
258533818,0
258542716,0
258543519,0
258556576,0
258560001,0
258567370,1
258576627,0
258584211,0
258594715,0
258609010,0
258614262,0
258617174,0
258618489,0
258618711,0
258622503,0
258623741,0
258634023,0
258639932,0
258647806,0
258649924,0
258650214,0
258665159,0
258665671,0
258676465,0
258679822,0
258679890,0
258692076,0
258697542,0
258702136,0
258702648,0
258712127,0
258712708,0
258728686,0
258728976,0
258729557,0
258730069,0
258733784,0
258737721,0
258738746,0
258739403,0
258740496,0
258745671,0
258749318,0
258758361,0
258762888,0
258770035,0
258778490,0
258786585,0
258786953,0
258791906,0
258792563,0
258795193,0
258797525,0
258800300,0
258806935,0
258807516,0
258811820,0
258828592,0
258837055,0
258846679,0
258856671,0
258859147,0
258860898,1
258864476,0
258865492,0
258871983,0
258884818,0
258888029,0
258889634,0
258902393,0
258908960,0
258915450,0
258921359,0
258929959,0
258935501,0
258939079,0
258939225,0
258941266,0
258942871,0
258953520,0
258958328,0
258958909,0
258965843,0
258974297,0
258976705,0
258983050,0
258987645,1
258990634,0
258992675,0
258999677,0
259001214,0
259006458,0
259006603,0
259008208,0
259009746,0
259015066,0
259020975,0
259028781,0
259034101,0
259040736,0
259042410,0
259046133,0
259047227,0
259047594,0
259047952,0
259048106,0
259052188,0
259057440,0
259060941,0
259066629,0
259071292,0
259073555,0
259077201,0
259080122,0
259086970,0
259087192,0
259087338,0
259095143,0
259095579,0
259095724,0
259098499,0
259103888,0
259112351,0
259114759,0
259125186,0
259131821,0
259136783,0
259137073,0
259141010,0
259147065,0
259154281,0
259154938,0
259156544,0
259163691,0
259165220,0
259166535,0
259170762,0
259178200,0
259181702,0
259200224,0
259203726,0
259210660,0
259216638,0
259221745,0
259222035,0
259223709,0
259223931,0
259229328,0
259233777,0
259249815,0
259258858,0
259274904,0
259278184,0
259278483,0
259287885,0
259292479,0
259293794,0
259301454,0
259311147,0
259312172,0
259318372,0
259321284,0
259329601,0
259331497,0
259335656,0
259339371,0
259342001,0
259349217,0
259353154,1
259363658,0
259370003,0
259370515,0
259376570,0
259378679,0
259381668,0
259383709,0
259390857,0
259393120,0
259394580,0
259408509,0
259414777,0
259415511,0
259421634,0
259422292,0
259426305,0
259426519,0
259436655,0
259455110,0
259456271,0
259463351,1
259475597,0
259477057,0
259491643,0
259492232,0
259492813,0
259495580,1
259499371,0
259500106,0
259506519,0
259506818,0
259511113,0
259516442,0
259516955,0
259517100,0
259519576,0
259527450,0
259528253,0
259533650,0
259539704,0
259540507,0
259545973,0
259552395,0
259552830,0
259553052,0
259561438,0
259563402,0
259566468,0
259566835,0
259569389,0
259569602,0
259575144,0
259576605,0
259581635,0
259592796,0
259600012,0
259604606,0
259604828,0
259607015,0
259621891,0
259634291,0
259636408,0
259639252,0
259646323,0
259647271,1
259648296,0
259661199,0
259664410,0
259673522,0
259675273,0
259678484,0
259680234,0
259687015,1
259717211,0
259717715,0
259718595,0
259732890,0
259735145,0
259738791,0
259743240,0
259743898,0
259748783,0
259751191,1
259762207,0
259766580,0
259766802,0
259781456,0
259795461,0
259796768,0
259805085,0
259819893,0
259821055,0
259822148,1
259824701,0
259825137,0
259827622,1
259830243,0
259830756,0
259840602,0
259845120,0
259846870,0
259856793,0
259857084,0
259858100,0
259868023,0
259874513,0
259874727,0
259882173,0
259883992,0
259885965,0
259888954,0
259889535,0
259892959,0
259899817,0
259905504,0
259911704,0
259917827,0
259937519,0
259940654,0
259941969,0
259954146,0
259958596,0
259959911,0
259964069,0
259999731,0
260001772,0
260002789,0
260003301,0
260005778,0
260008117,0
260010739,0
260012857,1
260014898,0
260028749,0
260029919,0
260034369,0
260036632,0
260039544,0
260044283,0
260045308,0
260050338,0
260052601,0
260053694,0
260058365,0
260061644,0
260061790,0
260068203,0
260078194,0
260078929,0
260085419,0
260087896,0
260095189,0
260097819,0
260108459,0
260110065,0
260114514,0
260119689,0
260124796,0
260128587,0
260130270,0
260137050,0
260139894,0
260140406,0
260140842,0
260142080,0
260152874,0
260152951,0
260154480,0
260154992,0
260159074,0
260160825,0
260161260,0
260166077,0
260171542,0
260175044,1
260176068,0
260178545,0
260181679,0
260191380,0
260191816,1
260192038,0
260194002,0
260206256,0
260213404,0
260214642,0
260217273,0
260219168,0
260221355,0
260228793,0
260229228,0
260229519,0
260232072,0
260241918,0
260244694,0
260246145,0
260248989,0
260253515,0
260258400,0
260262627,0
260263942,0
260268169,0
260273054,0
260273353,0
260280057,0
260282755,0
260290996,0
260306094,0
260307623,0
260308426,0
260314258,0
260318417,0
260321551,0
260323088,0
260325420,0
260348170,0
260360569,0
260362901,1
260363054,0
260366112,0
260366257,0
260376838,0
260377418,0
260377709,0
260377854,0
260382380,0
260383686,0
260388136,0
260401261,1
260408119,0
260412713,0
260413738,0
260414540,0
260419639,0
