numero_de_cliente	cliente_edad	cliente_antiguedad	ctrx_quarter	mpayroll	mcaja_ahorro	mtarjeta_visa_consumo	mtarjeta_master_consumo	Visa_status	Master_status	Visa_mlimitecompra	Master_mlimitecompra	mprestamos_personales	cdescubierto_preacordado	limite_credito_total	consumo_total	utilizacion_credito	ratio_prestamo_ingreso	cluster
596071629	46	34	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
597965401	40	59	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
600826545	37	197	15	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
601876992	42	194	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
606336339	47	14	14	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
607106375	40	195	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
607799836	41	193	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
611609035	68	191	4	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
614504970	77	131	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
615158029	36	193	7	0	166.44	0	0	0	0	140760	168912	0	1	1	0	0	0	cluster_1
615464691	40	43	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
619778615	41	193	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
623768455	47	33	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
624778279	59	157	18	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
626749788	40	48	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
634788538	70	189	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
636852370	40	47	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
643416753	48	39	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
644478720	42	44	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
648716367	38	68	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
652761707	56	73	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
654754505	47	182	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
666406503	57	181	19	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
667576694	39	70	12	0	0	0	0	0	0	197064	168912	170613.42	1	1	0	0	0	cluster_1
668135022	68	180	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
674318285	39	18	4	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
674550702	60	178	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
676458547	73	87	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
676494944	34	84	9	0	0	0	0	0	0	197064	168912	188141.92	1	1	0	0	0	cluster_1
677372615	81	176	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
677575135	41	178	10	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
679353321	41	174	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
680107892	36	22	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
689751335	37	174	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
689969525	40	175	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
696776249	76	171	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
702477392	52	124	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
708907889	47	115	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
711500518	39	38	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
719486468	61	159	11	0	0	0	0	0	0	197064	168912	2272.26	1	1	0	0	0	cluster_1
721441640	69	167	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
722247851	54	151	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
724404817	42	167	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
730170717	51	22	6	0	0	0	0	0	0	168912	168912	0	1	1	0	0	0	cluster_1
737182437	49	145	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
738834457	35	162	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
739945348	31	55	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
749428134	42	133	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
749732746	36	77	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
753963177	46	162	9	0	57.58	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
762690059	39	18	1	0	424.87	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
764765351	38	80	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
773665223	38	160	7	0	107.91	0	0	0	0	225216	168912	0	1	1	0	0	0	cluster_1
774117880	36	33	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
776593387	45	163	17	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
776802397	36	65	7	0	1.36	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
781939158	56	73	19	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
786826004	30	45	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
788849076	73	81	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
798766499	42	18	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
799719944	37	158	14	0	0	0	0	0	0	197064	168912	5424.93	1	1	0	0	0	cluster_1
801000400	32	158	12	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
805970747	35	114	13	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
811843053	35	143	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
812860093	29	85	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
813229761	57	155	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
814826281	37	105	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
816502144	46	152	16	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
816677021	38	154	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
822554869	73	132	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
824098075	48	152	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
824237657	61	95	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
831912940	34	148	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
832788288	42	149	5	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
837092511	56	148	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
839439161	65	108	8	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
841167680	46	27	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
841181241	37	147	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
841763344	56	146	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
845202005	33	21	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
845797378	56	144	7	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
849158805	76	143	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
856779835	38	140	11	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
858039061	32	138	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
861000052	51	137	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
861169600	37	135	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
866671221	31	76	8	0	43.23	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
869416925	42	134	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
870097482	36	132	8	0	8.25	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
870423759	36	133	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
872155703	71	132	5	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
880378451	74	130	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
880968060	38	132	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
884216523	31	115	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
885886844	30	27	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
886482371	59	40	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
894809842	33	129	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
903976401	47	124	8	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
906020258	49	127	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
911544552	30	125	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
913607957	31	125	12	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
914726440	37	123	8	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
919096154	35	122	12	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
919654559	54	122	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
921516605	31	121	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
924817793	66	53	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
930482771	32	68	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
938557397	55	61	20	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
939488023	44	72	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
943130655	30	115	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
947141640	34	115	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
950264672	36	116	9	0	66.94	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
952527813	30	116	3	0	0	0	0	0	0	197064	168912	192431.03	1	1	0	0	0	cluster_1
952781964	48	18	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
955914988	42	114	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
957238322	29	115	0	0	0	0	0	0	0	197064	168912	48610.01	1	1	0	0	0	cluster_1
957588878	35	114	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
964301237	60	113	17	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
967014413	54	109	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
972929964	33	110	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
975158835	60	80	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
978501372	34	14	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
978797017	33	98	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
982527677	30	48	1	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
991583468	66	40	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
992201668	38	104	13	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
993710528	57	104	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
994654066	38	103	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
997101784	59	99	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
997983477	63	47	0	0	19.81	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1002503200	42	44	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1008443695	33	88	14	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1008705139	42	85	11	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1012029812	34	97	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1021984358	50	40	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1025019072	30	89	13	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1030076849	48	80	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1032556011	41	91	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1043264547	61	39	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1043628229	29	91	17	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1044040561	66	91	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1055007262	41	70	0	0	18.42	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1070368178	30	26	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1073379262	26	80	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1080230905	60	78	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1081074383	56	80	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1086806961	54	77	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1090637963	41	71	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1092909131	35	74	3	0	126.82	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1093308551	42	76	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1096002769	40	75	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1097119066	36	73	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1102415537	61	70	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1103045778	22	25	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1107615535	32	44	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1114988315	36	69	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1116024970	27	26	1	0	253.32	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1116089291	65	71	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1134147712	58	51	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1135665325	25	69	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1136114695	30	69	2	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1141178825	24	67	7	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1143286637	52	66	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1150961484	25	16	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1153705804	60	41	20	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1158146329	38	62	3	0	0	0	0	0	0	197064	168912	68617.8	1	1	0	0	0	cluster_1
1161434537	23	63	9	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1164045621	41	63	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1168433857	63	62	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1173790499	50	61	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1174087819	32	61	8	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1187351794	47	19	1	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1199143595	37	57	6	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1199158617	35	56	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1205258813	28	55	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1208517491	33	54	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1214243357	43	52	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1215621166	62	53	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1215789920	35	52	12	0	109.76	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1216301945	36	52	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1219377129	31	52	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1220101734	34	51	1	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1221474881	24	51	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1223708858	36	14	0	0	0	0	0	0	0	197064	168912	443005.24	1	1	0	0	0	cluster_1
1227249466	62	49	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1227387656	61	48	3	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1227427844	57	47	10	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
1227558818	34	21	0	0	0	0	0	0	0	197064	168912	0	1	1	0	0	0	cluster_1
